,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
MTFR1,5.9538507,1.1916525,-0.016846012,1.1763895,-0.06090012,-0.060503107,-9.10636e-09,5.1244817,0.005039055,-0.061900567,-0.057746217,-0.06098587,0.0017377074,-0.06169832,1.2112228,-0.064361714
CD93,4.9616547,0.8321739,-0.014039378,0.81899005,-0.050754096,-0.050421264,-7.5974045e-09,4.270734,0.0041924682,-0.051584587,-0.048122313,-0.050823234,0.0014473011,-0.051416356,0.84814,-0.05363577
WDR5,4.680195,1.7916224,-0.01323412,1.7810175,-0.04783069,-0.047545902,-7.1972863e-09,4.0267854,0.0040052184,-0.04865817,-0.045383595,-0.047928743,0.0013736049,-0.048493154,1.809445,-0.050582394
JAK3,5.485595,0.8768819,-0.0155225275,0.8622979,-0.056117486,-0.055747025,-8.392126e-09,4.7218266,0.0046326206,-0.0570321,-0.053205207,-0.05619121,0.0015995677,-0.056846693,0.89436305,-0.05930086
GSTM5,4.3463573,0.79868346,-0.0122974655,0.7871833,-0.044454765,-0.044166613,-6.6644605e-09,3.7409513,0.0036764652,-0.0451872,-0.042152993,-0.044519067,0.0012686276,-0.045039047,0.8129221,-0.046982724
MTHFD1,5.5172057,1.4114528,-0.015608059,1.3978913,-0.056420296,-0.056061257,-8.4479e-09,4.7480826,0.0046844436,-0.057360597,-0.053508613,-0.056509648,0.0016127354,-0.05717128,1.4304472,-0.059638485
ZFP451,4.510486,1.2475977,-0.012758848,1.2365644,-0.04611791,-0.04582916,-6.919824e-09,3.8814754,0.0038350057,-0.04689355,-0.043742593,-0.046196193,0.0013195821,-0.04673767,1.2634716,-0.048753966
HMGB2,4.28131,1.6580809,-0.012105322,1.6482707,-0.043750215,-0.04349224,-6.5947545e-09,3.6835837,0.003666086,-0.044510994,-0.041513838,-0.04384278,0.0012571556,-0.044359386,1.6745005,-0.046269506
CASP1,3.4252093,0.5960009,-0.009690845,0.5867041,-0.035030164,-0.034804963,-5.2653264e-09,2.948102,0.00289674,-0.035609882,-0.03321743,-0.035082802,0.0009999956,-0.035492606,0.6072415,-0.03702382
JUN,2.5619876,1.2970067,-0.0072355387,1.2905518,-0.02614484,-0.026013922,-4.0283483e-09,2.2042515,0.0022204795,-0.02663598,-0.024827668,-0.026227014,0.0007585519,-0.026539303,1.3080355,-0.027672345
TLE2,4.5739465,0.47302574,-0.012944312,0.46019924,-0.046798013,-0.046484638,-7.00422e-09,3.9375207,0.003851299,-0.04755361,-0.044363048,-0.046854336,0.0013321819,-0.047399852,0.48699707,-0.049446248
ALDH9A1,5.1346297,1.3186764,-0.014525525,1.3060123,-0.05250635,-0.052173242,-7.866722e-09,4.418808,0.0043601915,-0.053382896,-0.049797494,-0.052590616,0.001501102,-0.053206462,1.336403,-0.05550237
TLK1,4.464516,0.6453993,-0.012633159,0.6332432,-0.045670696,-0.045369852,-6.8412924e-09,3.8429766,0.003767967,-0.046415776,-0.04330029,-0.045731314,0.0013017439,-0.04626463,0.6595431,-0.048261594
ELP3,4.845223,1.6351691,-0.013703734,1.6239886,-0.049530458,-0.049226902,-7.432929e-09,4.1690226,0.004133258,-0.05037376,-0.046987765,-0.04962203,0.0014195505,-0.050204974,1.6529709,-0.052370485
UBA3,5.1985073,1.3702257,-0.0147060035,1.3574866,-0.053158436,-0.052821927,-7.964275e-09,4.4737206,0.004416044,-0.054047015,-0.0504169,-0.053244583,0.0015200106,-0.053868234,1.3882599,-0.056192674
ELAC2,5.3671665,1.6367445,-0.015181563,1.6240796,-0.054875094,-0.054532956,-8.22386e-09,4.618475,0.004569705,-0.05580053,-0.052051578,-0.05497,0.0015709139,-0.055614863,1.6559408,-0.05801433
TES,3.2124617,0.76758784,-0.009087196,0.75925434,-0.03284493,-0.03263989,-4.945461e-09,2.7645922,0.0027270254,-0.033397842,-0.031152338,-0.032901183,0.0009395884,-0.03328652,0.77872103,-0.034722004
TOP2A,6.107324,1.5017781,-0.01727825,1.4867232,-0.062459555,-0.062059175,-9.3435295e-09,5.2560797,0.0051820944,-0.06349616,-0.05923328,-0.06255522,0.0017845327,-0.06328729,1.5225854,-0.06601881
GM28875,3.5355551,0.018660456,-0.0100076115,0.007847235,-0.036182687,-0.035934463,-5.4235283e-09,3.044166,0.002961618,-0.036757372,-0.03429157,-0.036219347,0.0010276661,-0.036639635,0.028649911,-0.038221557
ZFP930,4.412918,1.3552747,-0.012481787,1.3447434,-0.045114595,-0.04483584,-6.7735817e-09,3.7972634,0.0037585471,-0.045879066,-0.042795334,-0.045195375,0.0012920955,-0.045725763,1.3711773,-0.04769809
RPA1,8.574872,1.2026039,-0.024267146,1.1798944,-0.08773891,-0.08714822,-1.3078068e-08,7.3814673,0.00723089,-0.08915193,-0.083174884,-0.08784146,0.0024978234,-0.088864885,1.229181,-0.09270315
DNM1L,4.7371497,1.237354,-0.013400713,1.2256533,-0.04843934,-0.04813356,-7.2630377e-09,4.0766773,0.0040240306,-0.049250226,-0.045941718,-0.04851875,0.0013852315,-0.049087074,1.2538037,-0.051204994
SMIM15,4.4306006,0.9709974,-0.012534716,0.9596158,-0.04531069,-0.045020733,-6.794653e-09,3.8131838,0.0037550817,-0.046063047,-0.04296925,-0.045380488,0.0012943462,-0.045911245,0.98591924,-0.047892317
VIM,2.5289836,0.9169069,-0.0071497457,0.9106289,-0.025836792,-0.025688503,-3.923512e-09,2.1759086,0.0021649704,-0.02629178,-0.02451842,-0.025895834,0.0007431965,-0.026201088,0.9266608,-0.027328052
9030619P08RIK,3.195908,0.042787,-0.00904575,0.03299193,-0.032703757,-0.032481298,-4.909195e-09,2.751647,0.0026788032,-0.033225972,-0.030996222,-0.032738984,0.000929357,-0.033119086,0.05193633,-0.03454871
WDR36,3.8152373,1.4015114,-0.010788507,1.3926581,-0.03899048,-0.03875853,-5.87529e-09,3.2825913,0.0032624293,-0.039664995,-0.036995277,-0.039070476,0.0011195352,-0.039530374,1.4159694,-0.041233607
MCM4,6.8299193,1.5934455,-0.019323537,1.5765222,-0.06985535,-0.06940385,-1.0439892e-08,5.878154,0.0057905694,-0.07100913,-0.066243224,-0.0699582,0.0019947554,-0.07077639,1.6164217,-0.07383163
SNAP23,4.0196934,0.7337421,-0.011373052,0.7230377,-0.041112285,-0.040846635,-6.1682224e-09,3.4597733,0.0034002983,-0.041790824,-0.038984172,-0.041172642,0.0011734137,-0.041653585,0.7469348,-0.043450985
PDK3,5.4854164,0.4212711,-0.015525415,0.40573925,-0.056133457,-0.055751283,-8.385022e-09,4.7224946,0.004610839,-0.057030387,-0.053206272,-0.056194022,0.0015961033,-0.05684744,0.4375342,-0.0593025
SCRN3,4.8723907,1.589573,-0.013781006,1.57822,-0.049810443,-0.049503706,-7.473304e-09,4.1925,0.004153817,-0.05065624,-0.047251634,-0.049900863,0.0014270861,-0.050486825,1.6073245,-0.05266461
SMARCA2,4.47631,1.1131895,-0.0126630915,1.1019737,-0.0457732,-0.045483522,-6.8658963e-09,3.8522885,0.0038000625,-0.046538252,-0.043411855,-0.045847386,0.0013086641,-0.046384204,1.1286126,-0.048385467
GANAB,5.0415664,1.5134251,-0.014260567,1.5014316,-0.05154576,-0.051224556,-7.7286355e-09,4.3383174,0.0042916304,-0.052415222,-0.0488934,-0.05163506,0.0014755738,-0.052240744,1.5314252,-0.05449452
SLC18A2,2.9096503,0.21531482,-0.008233936,0.20669477,-0.029765734,-0.02956889,-4.478191e-09,2.5048332,0.0024476498,-0.030249622,-0.028217914,-0.029804138,0.00084764266,-0.030151064,0.2241638,-0.031451996
CACFD1,4.427935,0.85535103,-0.012528026,0.8437365,-0.045287907,-0.044995178,-6.7889503e-09,3.8110974,0.0037473561,-0.046035375,-0.0429441,-0.04535436,0.0012927081,-0.045884278,0.8699571,-0.047864396
ZFP945,3.013993,0.97368115,-0.008523709,0.96634233,-0.030804558,-0.030619508,-4.6478426e-09,2.5933151,0.0025708778,-0.031334247,-0.029225554,-0.030865509,0.0008835807,-0.03122823,0.98483706,-0.03257431
ZFP672,4.047419,1.316865,-0.0114472,1.3072956,-0.0413734,-0.0411207,-6.2190866e-09,3.4825952,0.0034511543,-0.0420789,-0.03924956,-0.041450765,0.0011858211,-0.041937627,1.3316905,-0.0437462
GNAI3,4.9870157,1.7029011,-0.014104704,1.6914573,-0.050979767,-0.050667472,-7.648782e-09,4.291001,0.0042550224,-0.05184799,-0.048363004,-0.05107419,0.0014611741,-0.051674254,1.7212613,-0.053903177
REL,3.7669353,0.91966516,-0.010656,0.91006804,-0.03851678,-0.03827462,-5.7880554e-09,3.2417836,0.003197802,-0.03916278,-0.036530808,-0.038580913,0.0011015126,-0.039032713,0.93268156,-0.040716413
SEPT6,4.412897,0.97007984,-0.012484605,0.9587469,-0.045129444,-0.04484077,-6.7677055e-09,3.7979407,0.0037402462,-0.045878977,-0.042797513,-0.045199096,0.0012892045,-0.045727752,0.9849514,-0.047700897
E2F8,3.9531279,1.3245628,-0.011180167,1.3152778,-0.04040756,-0.04016204,-6.07631e-09,3.4013863,0.0033726897,-0.041098543,-0.03833472,-0.040484563,0.0011585364,-0.040960267,1.3391582,-0.042726565
NSD2,6.99442,0.27060622,-0.01979915,0.25046057,-0.07159152,-0.0710938,-1.0669469e-08,6.022196,0.0058652805,-0.07271991,-0.06784731,-0.07165724,0.002032552,-0.072488986,0.29048505,-0.07562077
TRIB3,4.3497214,0.9022805,-0.012306226,0.8909863,-0.044485167,-0.044199426,-6.67102e-09,3.7436612,0.003684204,-0.045222145,-0.042184997,-0.04455247,0.0012703779,-0.045073327,0.91680336,-0.047018293
